class,method,pc,offset,length,key,text
dp,public nro.dp();,272,31920,20,574924928,• Dùng Capsule Nhanh
dp,public nro.dp();,348,991,3,574924928,Bật
dp,public nro.dp();,387,994,3,574924928,Tắt
dp,public nro.dp();,448,1076,3,574924928,Lưu
dp,public nro.dp();,515,1079,3,574924928,Hủy
dp,public static {};,29,31940,10,574924928,Setup_Xmap
dp,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",117,31940,10,574924928,Setup_Xmap
dp,"public void commandAction(javax.microedition.lcdui.Command, javax.microedition.lcdui.Displayable);",262,947,22,574924928,Lưu cài đặt thành công
dp,public static void iZ();,54,2,1,574924928, 
dp,public static void iZ();,89,5,3,574924928,   
dp,public static void iZ();,177,3,2,574924928,  
e,public static void b(java.lang.String);,41,33259,6,574924928,tối đa
e,public static void b(java.lang.String);,75,33265,10,574924928,bạn chỉ có
e,public static void b(java.lang.String);,108,33275,12,574924928,bạn cần thêm
e,public static void b(java.lang.String);,139,33287,29,574924928,Vui lòng mở giới hạn sức mạnh
e,public void run();,287,33316,18,574924928,Không đủ tiềm năng
e,public void run();,795,8692,4,574924928,Xong
e,public static void r();,98,2,1,574924928, 
e,public static void r();,136,5,3,574924928,   
e,public static void r();,176,3,2,574924928,  
e,public static void r();,315,2,1,574924928, 
f,public static void u();,99,2,1,574924928, 
g,public static {};,12,33596,13,574924928,reduceGraphic
g,public static {};,31,19264,10,574924928,lowGraphic
g,public static void v();,54,2,1,574924928, 
g,public static void v();,213,2,1,574924928, 
g,public static void v();,256,2,1,574924928, 
g,public static void v();,322,3,2,574924928,  
h,public static {};,31,33710,6,574924928,HotKey
h,public static {};,53,33716,34,574924928,Nhấn phím bất kì để trở lại game!
h,public boolean a(java.lang.String);,33,33750,5,574924928,skill
h,public boolean a(java.lang.String);,87,33755,39,574924928,"Đang tải dữ liệu skill, vui lòng đợi..."
h,public boolean a(java.lang.String);,140,2,1,574924928, 
h,public boolean a(java.lang.String);,437,33794,8,574924928,Ô skill 
h,public boolean a(java.lang.String);,470,33802,14,574924928, không tồn tại
h,public boolean a(java.lang.String);,561,33794,8,574924928,Ô skill 
h,public boolean a(java.lang.String);,594,33816,6,574924928, trống
h,public boolean a(java.lang.String);,872,1240,7,574924928,Đã đặt 
h,public boolean a(java.lang.String);,913,1247,15,574924928, vào slot auto 
h,public boolean a(java.lang.String);,974,1262,17,574924928,Slot auto từ 1-10
h,public boolean a(java.lang.String);,1135,857,7,574924928,Đã xóa 
h,public boolean a(java.lang.String);,1175,33822,10,574924928, khỏi Auto
h,public boolean a(java.lang.String);,1246,33832,19,574924928, chưa có trong Auto
h,public boolean a(java.lang.String);,1312,33851,2,574924928,sm
h,public boolean a(java.lang.String);,1345,33853,2,574924928,mv
h,public boolean a(java.lang.String);,1377,33851,2,574924928,sm
h,public boolean a(java.lang.String);,1450,2,1,574924928, 
h,public boolean a(java.lang.String);,1549,33855,14,574924928,SmartMove to: 
h,public boolean a(java.lang.String);,1583,33869,2,574924928,", "
h,public boolean a(java.lang.String);,1642,33871,26,574924928,Sai định dạng! (sm/mv x y)
h,public boolean a(java.lang.String);,1692,33897,14,574924928,Lỗi: sm/mv x y
h,public boolean a(java.lang.String);,1742,33911,4,574924928,tdlt
h,public boolean a(java.lang.String);,1783,33915,19,574924928,Bạn chưa bật goback
h,public boolean a(java.lang.String);,1851,33934,14,574924928,Auto TDLT: Tắt
h,public boolean a(java.lang.String);,1913,33948,14,574924928,Auto TDLT: Bật
h,public boolean a(java.lang.String);,1966,33962,2,574924928,hd
h,public boolean a(java.lang.String);,2018,33964,3,574924928,gsm
h,public boolean a(java.lang.String);,2094,33967,18,574924928,Giảm sức mạnh: Tắt
h,public boolean a(java.lang.String);,2145,33985,2,574924928,sb
h,public boolean a(java.lang.String);,2223,33987,10,574924928,Săn boss: 
h,public boolean a(java.lang.String);,2258,991,3,574924928,Bật
h,public boolean a(java.lang.String);,2289,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,2347,33997,2,574924928,xy
h,public boolean a(java.lang.String);,2389,33999,3,574924928,x: 
h,public boolean a(java.lang.String);,2426,34002,7,574924928, -  y: 
h,public boolean a(java.lang.String);,2493,34009,6,574924928,hotkey
h,public boolean a(java.lang.String);,2525,33710,6,574924928,HotKey
h,public boolean a(java.lang.String);,2630,34015,10,574924928,Phím tắt: 
h,public boolean a(java.lang.String);,2666,991,3,574924928,Bật
h,public boolean a(java.lang.String);,2698,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,2756,34025,8,574924928,checklag
h,public boolean a(java.lang.String);,2834,34033,11,574924928,Check lag: 
h,public boolean a(java.lang.String);,2869,991,3,574924928,Bật
h,public boolean a(java.lang.String);,2902,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,2960,34044,3,574924928,ahs
h,public boolean a(java.lang.String);,3059,34047,15,574924928,Auto hồi sinh: 
h,public boolean a(java.lang.String);,3094,991,3,574924928,Bật
h,public boolean a(java.lang.String);,3127,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,3180,34062,36,574924928,Phải có tối thiểu 1 ngọc để hồi sinh
h,public boolean a(java.lang.String);,3234,29696,1,574924928,g
h,public boolean a(java.lang.String);,3305,34098,20,574924928,Hãy trỏ vào mục tiêu
h,public boolean a(java.lang.String);,3382,34118,6,574924928,Goto: 
h,public boolean a(java.lang.String);,3480,34118,6,574924928,Goto: 
h,public boolean a(java.lang.String);,3578,34118,6,574924928,Goto: 
h,public boolean a(java.lang.String);,3678,34118,6,574924928,Goto: 
h,public boolean a(java.lang.String);,3752,34124,3,574924928,akb
h,public boolean a(java.lang.String);,3831,34127,15,574924928,Tấn công boss: 
h,public boolean a(java.lang.String);,3866,991,3,574924928,Bật
h,public boolean a(java.lang.String);,3897,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,3955,34142,5,574924928,ahsnm
h,public boolean a(java.lang.String);,4053,34147,15,574924928,Auto HS namek: 
h,public boolean a(java.lang.String);,4088,991,3,574924928,Bật
h,public boolean a(java.lang.String);,4120,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,4174,34162,20,574924928,Bạn không phải Namek
h,public boolean a(java.lang.String);,4227,34182,3,574924928,ats
h,public boolean a(java.lang.String);,4304,34185,12,574924928,Auto skill: 
h,public boolean a(java.lang.String);,4339,991,3,574924928,Bật
h,public boolean a(java.lang.String);,4372,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,4431,34197,3,574924928,apk
h,public boolean a(java.lang.String);,4490,27958,17,574924928,Hãy trỏ vào người
h,public boolean a(java.lang.String);,4543,34200,3,574924928,akn
h,public boolean a(java.lang.String);,4621,34203,22,574924928,Đánh chuyển mục tiêu: 
h,public boolean a(java.lang.String);,4656,991,3,574924928,Bật
h,public boolean a(java.lang.String);,4686,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,4743,34225,2,574924928,ak
h,public boolean a(java.lang.String);,4821,34227,9,574924928,Tự đánh: 
h,public boolean a(java.lang.String);,4856,991,3,574924928,Bật
h,public boolean a(java.lang.String);,4888,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,4944,34236,4,574924928,move
h,public boolean a(java.lang.String);,5002,34240,16,574924928,Hãy trỏ vào quái
h,public boolean a(java.lang.String);,5054,29410,5,574924928,anhat
h,public boolean a(java.lang.String);,5123,34256,14,574924928,Auto nhặt: Tắt
h,public boolean a(java.lang.String);,5184,34270,14,574924928,Auto nhặt: Bật
h,public boolean a(java.lang.String);,5237,34284,3,574924928,atc
h,public boolean a(java.lang.String);,5316,34287,11,574924928,Auto chat: 
h,public boolean a(java.lang.String);,5351,991,3,574924928,Bật
h,public boolean a(java.lang.String);,5384,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,5444,29415,5,574924928,locdo
h,public boolean a(java.lang.String);,5497,33915,19,574924928,Bạn chưa bật goback
h,public boolean a(java.lang.String);,5593,34298,8,574924928,Lọc đồ: 
h,public boolean a(java.lang.String);,5629,991,3,574924928,Bật
h,public boolean a(java.lang.String);,5661,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,5721,29358,3,574924928,acn
h,public boolean a(java.lang.String);,5816,34306,20,574924928,Auto dùng Cuồng nộ: 
h,public boolean a(java.lang.String);,5852,991,3,574924928,Bật
h,public boolean a(java.lang.String);,5884,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,5939,34326,15,574924928,Đã hết Cuồng nộ
h,public boolean a(java.lang.String);,5993,29361,3,574924928,abh
h,public boolean a(java.lang.String);,6089,34341,20,574924928,Auto dùng Bổ huyết: 
h,public boolean a(java.lang.String);,6124,991,3,574924928,Bật
h,public boolean a(java.lang.String);,6156,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,6211,34361,15,574924928,Đã hết Bổ huyết
h,public boolean a(java.lang.String);,6264,29364,3,574924928,abk
h,public boolean a(java.lang.String);,6359,34376,18,574924928,Auto dùng Bổ khí: 
h,public boolean a(java.lang.String);,6394,991,3,574924928,Bật
h,public boolean a(java.lang.String);,6426,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,6480,34394,13,574924928,Đã hết Bổ khí
h,public boolean a(java.lang.String);,6534,29367,3,574924928,agx
h,public boolean a(java.lang.String);,6628,34407,20,574924928,Auto dùng Giáp xên: 
h,public boolean a(java.lang.String);,6664,991,3,574924928,Bật
h,public boolean a(java.lang.String);,6695,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,6749,34427,15,574924928,Đã hết Giáp xên
h,public boolean a(java.lang.String);,6803,29370,3,574924928,aad
h,public boolean a(java.lang.String);,6899,34442,19,574924928,Auto dùng Ẩn danh: 
h,public boolean a(java.lang.String);,6934,991,3,574924928,Bật
h,public boolean a(java.lang.String);,6966,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,7020,34461,14,574924928,Đã hết Ẩn danh
h,public boolean a(java.lang.String);,7074,29373,3,574924928,akt
h,public boolean a(java.lang.String);,7170,34475,22,574924928,Auto dùng Khẩu trang: 
h,public boolean a(java.lang.String);,7205,991,3,574924928,Bật
h,public boolean a(java.lang.String);,7237,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,7291,34497,17,574924928,Đã hết Khẩu trang
h,public boolean a(java.lang.String);,7345,29376,3,574924928,amd
h,public boolean a(java.lang.String);,7440,34514,18,574924928,Auto dùng Máy dò: 
h,public boolean a(java.lang.String);,7476,991,3,574924928,Bật
h,public boolean a(java.lang.String);,7506,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,7561,34532,13,574924928,Đã hết Máy dò
h,public boolean a(java.lang.String);,7612,34545,4,574924928,cskb
h,public boolean a(java.lang.String);,7705,34549,23,574924928,Auto mở capsule kì bí: 
h,public boolean a(java.lang.String);,7741,991,3,574924928,Bật
h,public boolean a(java.lang.String);,7773,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,7827,34572,20,574924928,Đã hết Capsule kì bí
h,public boolean a(java.lang.String);,7877,29350,6,574924928,alogin
h,public boolean a(java.lang.String);,7954,34592,16,574924928,Tự kết nối lại: 
h,public boolean a(java.lang.String);,7988,991,3,574924928,Bật
h,public boolean a(java.lang.String);,8020,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,8078,29356,2,574924928,sz
h,public boolean a(java.lang.String);,8167,34608,15,574924928,Về lại khu cũ: 
h,public boolean a(java.lang.String);,8203,991,3,574924928,Bật
h,public boolean a(java.lang.String);,8235,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,8293,34623,3,574924928,xdh
h,public boolean a(java.lang.String);,8325,33596,13,574924928,reduceGraphic
h,public boolean a(java.lang.String);,8431,34626,12,574924928,Xóa đồ hoạ: 
h,public boolean a(java.lang.String);,8467,991,3,574924928,Bật
h,public boolean a(java.lang.String);,8500,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,8558,29165,2,574924928,ts
h,public boolean a(java.lang.String);,8637,34638,9,574924928,Tàn sát: 
h,public boolean a(java.lang.String);,8673,991,3,574924928,Bật
h,public boolean a(java.lang.String);,8705,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,8764,34647,3,574924928,add
h,public boolean a(java.lang.String);,8823,34240,16,574924928,Hãy trỏ vào quái
h,public boolean a(java.lang.String);,8875,34650,4,574924928,addd
h,public boolean a(java.lang.String);,8932,34240,16,574924928,Hãy trỏ vào quái
h,public boolean a(java.lang.String);,8984,34654,4,574924928,rsvt
h,public boolean a(java.lang.String);,9030,34658,46,574924928,Xóa tất cả vị trí quái trong danh sách tàn sát
h,public boolean a(java.lang.String);,9084,29161,4,574924928,xmap
h,public boolean a(java.lang.String);,9135,29542,2,574924928,gb
h,public boolean a(java.lang.String);,9218,34704,11,574924928,Goback: Tắt
h,public boolean a(java.lang.String);,9281,34715,11,574924928,Goback: Bật
h,public boolean a(java.lang.String);,9335,29187,7,574924928,annguoi
h,public boolean a(java.lang.String);,9367,30729,10,574924928,RemoveChar
h,public boolean a(java.lang.String);,9473,34726,10,574924928,Ẩn người: 
h,public boolean a(java.lang.String);,9508,991,3,574924928,Bật
h,public boolean a(java.lang.String);,9540,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,9600,29194,6,574924928,anquai
h,public boolean a(java.lang.String);,9631,30739,9,574924928,RemoveMob
h,public boolean a(java.lang.String);,9739,34736,9,574924928,Ẩn quái: 
h,public boolean a(java.lang.String);,9775,991,3,574924928,Bật
h,public boolean a(java.lang.String);,9808,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,9866,29200,6,574924928,anitem
h,public boolean a(java.lang.String);,9898,30748,10,574924928,RemoveItem
h,public boolean a(java.lang.String);,10005,34745,9,574924928,Ẩn item: 
h,public boolean a(java.lang.String);,10040,991,3,574924928,Bật
h,public boolean a(java.lang.String);,10073,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,10132,34754,4,574924928,anho
h,public boolean a(java.lang.String);,10210,34758,15,574924928,Auto dùng Nho: 
h,public boolean a(java.lang.String);,10245,991,3,574924928,Bật
h,public boolean a(java.lang.String);,10277,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,10336,34773,3,574924928,abt
h,public boolean a(java.lang.String);,10415,34776,18,574924928,Auto dùng Porata: 
h,public boolean a(java.lang.String);,10450,991,3,574924928,Bật
h,public boolean a(java.lang.String);,10481,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,10541,29524,6,574924928,xindau
h,public boolean a(java.lang.String);,10620,34794,14,574924928,Auto xin đậu: 
h,public boolean a(java.lang.String);,10655,991,3,574924928,Bật
h,public boolean a(java.lang.String);,10687,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,10746,29530,6,574924928,chodau
h,public boolean a(java.lang.String);,10823,34808,14,574924928,Auto cho đậu: 
h,public boolean a(java.lang.String);,10858,991,3,574924928,Bật
h,public boolean a(java.lang.String);,10890,994,3,574924928,Tắt
h,public boolean a(java.lang.String);,10948,29536,6,574924928,thudau
h,public boolean a(java.lang.String);,11026,34822,14,574924928,Auto thu đậu: 
h,public boolean a(java.lang.String);,11062,991,3,574924928,Bật
h,public boolean a(java.lang.String);,11093,994,3,574924928,Tắt
